Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
a2fb233f-60e0-b477-cd38-af3923f792a3,1961-08-05,1970-03-04,999-43-3625,,,,Tanner110,Amos720,Mitchell808,,,,white,nonhispanic,M,Boston  Massachusetts  US,144 Hartmann Viaduct Apt 57,Amesbury,Massachusetts,Essex County,25009,01913,42.89434519466137,-70.98429749490316,15922.08,28906.08,32449
d20bc0bc-3051-ae6f-f391-ceec7ec0370f,2009-08-18,,999-62-3335,S99947773,,,Lavette209,Cathrine584,Kozey370,,,,white,nonhispanic,F,Lawrence  Massachusetts  US,976 Kilback Lodge Apt 46,Somerville,Massachusetts,Middlesex County,25017,02143,42.43372945231455,-71.12951030106568,5716.65,545290.59,21963
f32a088b-988b-d7d5-008b-89ea4ed1fc48,2006-01-10,,999-97-4202,S99923277,X53228948X,Mr.,Wayne846,Norris589,McLaughlin530,,,,black,nonhispanic,M,Worcester  Massachusetts  US,1090 Crist Spur Suite 38,Cambridge,Massachusetts,Middlesex County,25017,02140,42.352797605821735,-71.13017025866257,12171.14,670614.24,10954
5c39a9da-6fb0-3cbb-0181-add875529d46,2010-08-25,,999-45-8329,,,,Edmond919,Benito209,Ferry570,,,,white,nonhispanic,M,Barnstable  Massachusetts  US,1065 Hamill Center Suite 34,Arlington,Massachusetts,Middlesex County,25017,02476,42.42077071107171,-71.13942291478861,37826.56,5120.81,60549
7512bbb4-b22b-0979-6edc-389e16607ac7,2024-07-20,,999-53-5755,,,,Tamie596,Joi660,Herzog843,,,,black,nonhispanic,F,Holden  Massachusetts  US,256 Fritsch Pathway,Chicopee,Massachusetts,Hampden County,25013,01013,42.20762223444945,-72.51757750751571,400.00,5321.48,30756
6f45f2e9-a617-570a-8867-dec1260088bb,2012-11-21,,999-43-6844,,,,Carey440,Theo630,Mraz590,,,,white,nonhispanic,M,Boston  Massachusetts  US,343 Feeney Terrace,Lunenburg,Massachusetts,Worcester County,25027,01462,42.63124155127892,-71.70650736593358,34052.31,2852.89,41535
79021b82-f370-50bb-c5a1-7333816d683f,2012-08-14,,999-95-8494,,,,Evette961,,Farrell962,,,,white,nonhispanic,F,Worthington  Massachusetts  US,1030 Lehner Branch,Malden,Massachusetts,Middlesex County,25017,02155,42.40649311093212,-71.02556291693962,60392.64,242653.38,41107
9661a432-4630-2cd9-142c-386845fae837,1977-07-11,,999-46-9582,S99952558,X54512537X,Mr.,Paul232,Francisco472,Tremblay80,,,W,white,nonhispanic,M,Fitchburg  Massachusetts  US,558 O'Connell Trafficway,Whitman,Massachusetts,Plymouth County,,00000,42.04733216768621,-70.93867701050462,57437.56,616011.42,22146
26aa011e-0d75-d1a3-3c5a-560a9450cc9d,2009-08-29,,999-88-4732,S99987547,,,Jesse626,Roosevelt595,Wolf938,,,,white,nonhispanic,M,Worcester  Massachusetts  US,791 Lindgren Passage Apt 87,Chelmsford,Massachusetts,Middlesex County,,00000,42.57094151779865,-71.39127180250473,39872.01,16373.99,66918
d3cb6736-0991-40ed-a220-7c714aba4c37,1981-12-26,,999-18-9450,S99914610,X28954512X,Mr.,Tristan353,Josh874,Reichel38,,,M,white,nonhispanic,M,Raynham  Massachusetts  US,1089 Casper Branch Apt 85,Burlington,Massachusetts,Middlesex County,25017,01730,42.5307188102959,-71.15633262385516,105019.33,7583.35,130944
5e7ebf2c-22ec-a89b-53ab-38edddd81be9,1972-12-30,,999-51-2537,S99948109,X59907975X,Mrs.,Rosalba160,,Schulist381,,Larson43,M,white,nonhispanic,F,Wakefield  Massachusetts  US,1071 Rau Run Suite 89,Easthampton,Massachusetts,Hampshire County,25015,01027,42.33493367095153,-72.74444248366598,653283.19,268233.26,36201
75d6a35c-c2e1-5b9f-e7f8-6a5b05af8fc8,2012-06-28,,999-44-7679,,,,Hiram237,Abraham100,Batz141,,,,white,nonhispanic,M,Falmouth  Massachusetts  US,433 DuBuque Estate,Upton,Massachusetts,Worcester County,25027,01568,42.17105918362091,-71.64104395951323,20527.26,21375.98,161960
47d390c6-a1a2-1a80-dd1d-9722c7b24159,2008-08-01,,999-48-4421,S99984026,,,Demarcus108,,Jones311,,,,white,nonhispanic,M,Gardner  Massachusetts  US,571 Hills Highlands Apt 93,Groveland,Massachusetts,Essex County,,00000,42.75571130132746,-71.05777902178957,29381.54,31682.95,157143
4c7e43a3-f8c3-abdf-1938-4eae34733701,1961-08-05,2014-05-09,999-33-3318,S99927818,X42527085X,Mr.,Aron520,Arnulfo253,Hessel84,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,786 Doyle Common Apt 94,Amesbury,Massachusetts,Essex County,25009,01913,42.86150855342919,-70.99942004228633,340664.19,537981.28,32449
7811dc30-8c86-8164-6c33-6b6f464745ef,1969-09-15,,999-38-9284,S99919944,X35633271X,Mrs.,Mignon230,,Beatty507,,Towne435,M,asian,nonhispanic,F,Haiphong  Kiến An  VN,250 Moen Underpass,Boston,Massachusetts,Suffolk County,25025,02151,42.2493184322369,-71.04883958043074,197627.31,688571.54,867330
d57841fa-c9e2-a3d1-0e78-09bdbe4eed66,1964-12-12,,999-78-2116,S99940893,X85641019X,Ms.,Jessica140,Susannah249,McKenzie376,,,S,white,nonhispanic,F,Pittsfield  Massachusetts  US,891 Mraz Bridge Apt 79,Rockland,Massachusetts,Plymouth County,,00000,42.10199239245121,-70.88759784295742,285197.32,1177406.62,145475
2de4dd0d-f665-8a2e-4c6b-997735e14ace,2002-03-15,,999-50-9887,S99959326,X31344061X,Mr.,Aron520,Gary33,Hammes673,,,,white,nonhispanic,M,Worcester  Massachusetts  US,793 Mayert Lodge Unit 44,Williamstown,Massachusetts,Berkshire County,25003,01267,42.72551449334875,-73.2719383343828,4582.32,72518.12,21658
7c913488-8c54-7aa0-a452-83dbc3ad8377,2011-06-09,,999-65-4697,,,,Dian810,Valda518,Kiehn525,,,,white,nonhispanic,F,Waltham  Massachusetts  US,974 Langworth Station,Fall River,Massachusetts,Bristol County,25005,02747,41.708919287195464,-71.15822978508461,29788.44,20029.78,39886
a203c138-c1f4-67db-655a-5138756a96c7,2015-06-01,,999-87-6157,,,,Mariela993,Alyce744,Abernathy524,,,,white,nonhispanic,F,Scituate  Massachusetts  US,320 Collins Terrace,Weymouth,Massachusetts,Norfolk County,25021,02189,42.21746868194054,-70.96548246455204,36205.46,38577.35,124477
b329ef8d-a18b-a62f-aa37-7b5ca4504f4b,1986-06-18,,999-49-8193,S99946251,X63034054X,Mr.,Hans694,Orval846,Bogisich202,,,M,black,nonhispanic,M,Cambridge  Massachusetts  US,384 Breitenberg Center Suite 99,Springfield,Massachusetts,Hampden County,25013,01108,42.167554305577,-72.63817312402368,105981.42,0.00,41204
6bc4cd5d-0216-17a9-8192-ac2209957d3a,1998-03-07,,999-61-2767,S99937757,X50591604X,Ms.,Pamela954,Gilma310,Thompson596,,,,white,hispanic,F,Lawrence  Massachusetts  US,842 Koch Common,Marblehead,Massachusetts,Essex County,25009,01945,42.47580526957799,-70.82787159698567,161779.39,52743.05,232022
ad104e2a-4d2e-0fec-604d-a0fb4d4c7c22,1961-08-05,,999-55-8622,S99996666,X37016990X,Mr.,Bret7,Taylor21,Ankunding277,,,M,white,nonhispanic,M,Fall River  Massachusetts  US,351 Steuber Trail Unit 60,Amesbury,Massachusetts,Essex County,25009,01913,42.88889938392494,-70.93971702101521,159437.44,80286.65,32449
50b95daa-11fb-fb1d-f3aa-70e2d777e5ba,1988-05-22,,999-15-3798,S99953299,X45372634X,Ms.,Yuk263,Agripina633,Hoppe518,,,S,white,nonhispanic,F,Spencer  Massachusetts  US,782 Gerhold Run Unit 18,Dedham,Massachusetts,Norfolk County,25021,02026,42.24840539947318,-71.1874771148357,201769.99,489398.14,62760
5efaa97c-4a6c-5f10-2c9c-8ffdefa57893,1984-01-31,,999-58-1575,S99913896,X27564824X,Mr.,Loyd638,Louis204,Tromp100,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,1042 Dickinson Orchard Unit 51,Amherst,Massachusetts,Hampshire County,,00000,42.36972069506625,-72.52918650873026,80935.80,189.71,46339
ce44621f-406f-233d-11a3-22cdc96f9aec,2012-04-09,,999-28-2268,,,,Blake449,See995,Konopelski743,,,,black,nonhispanic,F,Forestdale  Massachusetts  US,1093 Gutmann Trail,Boston,Massachusetts,Suffolk County,25025,02134,42.3950841900048,-70.96451168302201,34108.40,2505.60,692387
322ab5c6-5846-ac1e-38cc-48b8cb441e20,1964-07-22,2023-10-19,999-64-4805,S99941075,X3449478X,Mrs.,Lena684,Charlott617,Gutkowski940,,Williamson769,M,white,nonhispanic,F,Dedham  Massachusetts  US,936 McKenzie Key Suite 0,Stoneham,Massachusetts,Middlesex County,25017,02180,42.44363878608946,-71.13029745210538,19595.91,1590833.25,12730
df2f3ddb-2760-b3c7-40be-f2fbee474089,1975-07-04,,999-49-5175,S99998804,X15378743X,Mr.,Dallas143,,Jacobi462,,,S,white,nonhispanic,M,Lynn  Massachusetts  US,183 Abernathy Alley,Lincoln,Massachusetts,Middlesex County,,00000,42.45431978149434,-71.32437661830932,127093.40,48957.84,153761
35b353dd-402b-571a-d67a-af0a104d0854,1943-02-12,,999-46-5496,S99978210,X5508737X,Mr.,Jody426,,Monahan736,,,M,white,nonhispanic,M,Stoughton  Massachusetts  US,823 Rohan Walk,Stoneham,Massachusetts,Middlesex County,25017,02180,42.430415118201786,-71.11493016497893,212719.69,833301.38,164182
9255b577-57ec-5114-269d-ae0e5e12f290,2006-09-22,,999-38-1139,S99933611,,Ms.,Laraine204,Alpha246,Jaskolski867,,,,white,nonhispanic,F,Worcester  Massachusetts  US,554 Yost Underpass Unit 38,Medford,Massachusetts,Middlesex County,25017,02155,42.4348023516352,-71.12670436490349,154997.77,0.00,42139
5fd603dd-1d6a-62be-0862-67ff6e3978b5,2012-10-27,,999-38-2304,,,,Lakesha141,,Koepp521,,,,white,nonhispanic,F,Mendon  Massachusetts  US,340 Braun Passage Apt 35,Worcester,Massachusetts,Worcester County,25027,01608,42.262569851522706,-71.70588288847124,2695.86,54762.11,4053
dd9da64b-7b38-4f91-e75d-b1268dde60d4,1986-06-22,,999-51-2949,S99954495,X69128211X,Mrs.,Donnetta255,Alexandria361,Hyatt152,,Jenkins714,M,black,nonhispanic,F,Plymouth  Massachusetts  US,684 Welch Arcade Apt 38,Newbury,Massachusetts,Essex County,,00000,42.755623461497834,-70.84243591079736,145328.46,1492775.12,80611
9dc02e0c-624b-81c6-4648-829d5074bf90,1984-08-19,,999-38-1204,S99997339,X5586628X,Mr.,Riley817,Jarod376,Spinka232,,,S,white,nonhispanic,M,Waltham  Massachusetts  US,191 Greenholt Club Suite 47,Tewksbury,Massachusetts,Middlesex County,,00000,42.569950313543664,-71.25030432311135,82766.10,26439.11,61531
b27ee48d-2590-6e78-ee68-28a31a2b37e1,1994-06-28,,999-74-9447,S99929247,X72448027X,Mr.,Rod343,Pat3,Grimes165,,,M,white,nonhispanic,M,Sutton  Massachusetts  US,411 Wyman Trace,Springfield,Massachusetts,Hampden County,25013,01106,42.168500907886155,-72.50253754830902,118771.75,882542.85,36897
e89af71d-4aa4-2237-e71d-6fa8e4b5af09,2003-11-24,,999-20-6584,S99963683,X33107132X,Ms.,Adela471,Lilia791,Romero158,,,,white,hispanic,F,Portsmouth  Saint John Parish  DM,822 Lubowitz Estate Unit 52,Boston,Massachusetts,Suffolk County,25025,02119,42.32144859669666,-71.08040777647568,76581.34,159118.21,43858
3236b1f8-2bc1-3e38-c539-a29407c6a206,2004-03-04,,999-15-6186,S99977845,X36223691X,Ms.,Krysta658,Leah288,Barrows492,,,,white,nonhispanic,F,Boston  Massachusetts  US,996 Ankunding Approach Apt 1,Boston,Massachusetts,Suffolk County,25025,02136,42.30116263498911,-71.07327757358904,16226.95,621599.61,93722
a0c03c21-c7e2-54b4-175d-a01e8ba6de7b,2008-09-06,,999-22-1126,S99927273,,,Dawn804,,Jenkins714,,,,asian,nonhispanic,F,Westford  Massachusetts  US,1077 Luettgen Glen,Belmont,Massachusetts,Middlesex County,25017,02478,42.42513397198988,-71.15702261667204,41178.34,9532.21,164361
ac233f36-fd51-de38-2091-fc6f51260977,1964-07-22,,999-31-3536,S99971963,X26613397X,Mrs.,Joshua658,Andra606,Hilll811,,Conroy74,D,white,nonhispanic,F,Cambridge  Massachusetts  US,370 Koepp Spur Suite 25,Stoneham,Massachusetts,Middlesex County,25017,02180,42.44492523982924,-71.1106805348914,34231.79,1863474.77,12730
cf22cde5-48e9-1907-78ec-42abd6782fbe,1998-03-25,,999-30-2282,S99948605,X62038461X,Ms.,Letty680,,Predovic534,,,,white,nonhispanic,F,Newton  Massachusetts  US,607 Wuckert Quay,Boston,Massachusetts,Suffolk County,25025,02215,42.31359280953481,-71.10955868482927,7000.00,468443.08,2130
4e3a6f7b-ffb9-5478-ae0f-e03a42891892,2000-02-02,,999-15-2429,S99920647,X13664394X,Ms.,Gerda633,Mia349,Trantow673,,,,white,nonhispanic,F,North Scituate  Massachusetts  US,296 Zemlak Ferry,Hudson,Massachusetts,Middlesex County,25017,01749,42.37518481659668,-71.51241394395679,84691.41,318728.86,83270
8a378120-cbc8-8dc0-04be-44a8c807932f,1971-04-30,,999-82-7326,S99988804,X63180045X,Ms.,Santa373,,Gerlach374,,,S,white,nonhispanic,F,Medford  Massachusetts  US,1049 Luettgen Viaduct Apt 19,Lexington,Massachusetts,Middlesex County,25017,02421,42.42593269226924,-71.26559591289288,344194.06,1320806.23,198861
76a1559f-a83a-59b9-ed07-4efd4a0f1b39,1982-12-09,,999-48-4172,S99960945,X74610901X,Mrs.,Alethia102,Beatris270,Swift555,,Abernathy524,D,white,nonhispanic,F,Boston  Massachusetts  US,128 Strosin Well Unit 53,Fall River,Massachusetts,Bristol County,25005,02720,41.65519029426694,-71.13051179305559,201651.68,866251.80,27008
a296a2ba-b1ad-a3c5-d172-aa3dfdbcdab9,1986-09-14,,999-31-8127,S99929291,X83452945X,Ms.,Pok428,Kerrie266,Lindgren255,,,S,white,nonhispanic,F,Wilmington  Massachusetts  US,724 Nolan Camp Unit 48,Brockton,Massachusetts,Plymouth County,25023,02301,42.05090474227868,-71.05907038727557,13761.47,1118785.12,17562
20526ee7-17ba-b863-b5f1-776defcde2e6,1972-03-27,,999-73-8834,S99967570,X80704244X,Mrs.,Sabra779,,Abernathy524,,Hermann103,D,white,nonhispanic,F,Dighton  Massachusetts  US,329 Wintheiser Viaduct Apt 34,Bourne,Massachusetts,Barnstable County,25001,02532,41.676148843771436,-70.5971448422042,290520.89,835968.87,413513
7f50d0ba-ca6b-eaa7-d4f7-50dc977f2e50,2002-06-17,,999-36-3745,S99951910,X65037913X,Ms.,Kerry175,,Dickens475,,,,white,nonhispanic,F,Springfield  Massachusetts  US,537 Walsh Mission,Cambridge,Massachusetts,Middlesex County,25017,02140,42.342217069464965,-71.08808165812866,77145.77,263941.95,189971
09570ca0-77fa-de46-54b5-14ac2040a62e,2016-10-18,,999-45-6482,,,,Kizzie166,,Collins926,,,,white,nonhispanic,F,Sudbury  Massachusetts  US,1060 Lesch Lane Unit 35,Tewksbury,Massachusetts,Middlesex County,,00000,42.61796390294728,-71.27668098461947,36711.35,1067.87,152904
06fe0fa1-aba9-b4f6-6231-5f41bd42492d,1967-03-09,,999-90-2097,S99984790,X12436455X,Mr.,Dong972,,Borer986,,,M,white,nonhispanic,M,Boston  Massachusetts  US,688 Yundt Camp Suite 41,Northbridge,Massachusetts,Worcester County,,00000,42.144491802492,-71.66832803487107,135686.43,112490.40,37398
7bdd30f5-7598-e44a-c32c-f928becb9d5e,2009-01-04,,999-30-7687,S99939662,,,Lavina533,Christene303,Hartmann983,,,,black,nonhispanic,F,Lowell  Massachusetts  US,757 Nolan Haven Suite 44,Newton,Massachusetts,Middlesex County,25017,02460,42.308788358946096,-71.26665082224034,28410.71,26769.81,123819
